chq,faq,Entities,labels
"Complains of  fever 101, burns on inside or ears and throat, ears normal, throat red.  What is it?  I'm going to look up infectious mononucleosis symptoms.","70-year-old female with cholesterol approximately 230, low-density lipoprotein (LDL-cholesterol) approximately 180. Worry about cholesterol in asymptomatic elderly woman?","['fever', 'Complains', 'throat', 'burns', 'mononucleosis symptoms']",0
   How likely is it that Zoloft or Valium versus all her stressors are causing her decreased sex drive?,"
   How likely Zoloft or Valium versus all her stressors causing her decreased sex drive?
",['Valium'],1
   How likely is it that Zoloft or Valium versus all her stressors are causing her decreased sex drive?,"
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
",['Valium'],0
   Would you taper Zoloft or just stop it?,"
   Would you taper Zoloft or just stop it?
",[],1
   Would you taper Zoloft or just stop it?,How should I treat polymenorrhea in a 14-year-old girl?,[],0
   Do angiotensin II inhibitors work like regular angiotensin converting enzyme inhibitors to preserve kidney function in mild diabetes?,"
   Do angiotensin converting enzyme II inhibitors work like regular angiotensin converting enzyme inhibitors to preserve kidney function?
","['diabetes', 'angiotensin II', 'angiotensin']",1
   Do angiotensin II inhibitors work like regular angiotensin converting enzyme inhibitors to preserve kidney function in mild diabetes?,"
   What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?
","['diabetes', 'angiotensin II', 'angiotensin']",0
   What's the dose of Losartan?,"
   What's the dose of Losartan?
",['Losartan'],1
   What's the dose of Losartan?,How should I treat polymenorrhea in a 14-year-old girl?,['Losartan'],0
   What is the cost of Losartan?,"
   What is the cost of Losartan?
",['Losartan'],1
   What is the cost of Losartan?,"
   Let's give these immunizations.  That's right isn't it?
",['Losartan'],0
   Can you take Norvasc once a day?,"
   Can you take Norvasc once a day?
",[],1
   Can you take Norvasc once a day?,"
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
",[],0
   She had a hyperextension injury to her hand.  Is there a fracture?,"
   She had a hyperextension injury to her hand.  Is there a fracture?
","['fracture', 'hyperextension injury']",1
   She had a hyperextension injury to her hand.  Is there a fracture?,"
   What is a good steroid eye drop?
","['fracture', 'hyperextension injury']",0
"   If just a sprained finger, I've always wondered whether it would make any difference whether we splint or not.  She is a gymnast and wants to perform next week--very important to her.","
   If just a sprained finger, would it make any difference whether we splint or not?
","['wants', 'gymnast']",1
"   If just a sprained finger, I've always wondered whether it would make any difference whether we splint or not.  She is a gymnast and wants to perform next week--very important to her.","
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
","['wants', 'gymnast']",0
"   I think it's a basal cell carcinoma.  If I treated her with liquid nitrogen, would I be just as far ahead as referring her to a dermatologist for excision?","
   Basal cell carcinoma. If I treated with liquid nitrogen, would I be just as far ahead as referring her?
",['basal cell carcinoma'],1
"   I think it's a basal cell carcinoma.  If I treated her with liquid nitrogen, would I be just as far ahead as referring her to a dermatologist for excision?",How should I treat polymenorrhea in a 14-year-old girl?,['basal cell carcinoma'],0
   What is the best approach to functional abdominal pain in children?,"
   What is the best approach to functional abdominal pain in children?
",['abdominal pain'],1
   What is the best approach to functional abdominal pain in children?,What are long-term options for hemorrhagic gastritis beyond H2 blockers?,['abdominal pain'],0
   What virus is this?,"
   What virus is this?
",[],1
   What virus is this?,"15-year-old, influenza-like illness, increased lactate dehydrogenase (LDH) and bilirubin.  Should he play football?",[],0
   Anxious patient.  How much of her symptoms are organic and how much anxiety?,"
   Anxious patient.  How much of her symptoms are organic and how much anxiety?
",['anxiety'],1
   Anxious patient.  How much of her symptoms are organic and how much anxiety?,How should I treat polymenorrhea in a 14-year-old girl?,['anxiety'],0
   She's on high dose prednisone for temporal arteritis.  Can prednisone cause heart fluttering?,"
   High dose prednisone for temporal arteritis. Can prednisone cause heart fluttering?
","['prednisone', 'temporal arteritis']",1
   She's on high dose prednisone for temporal arteritis.  Can prednisone cause heart fluttering?,"
   Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?
","['prednisone', 'temporal arteritis']",0
   Could the right-sided chest pain be the shingles (no rash now)?,"
   Could the right-sided chest pain be the shingles (no rash now)?
","['rash', 'shingles', 'chest pain']",1
   Could the right-sided chest pain be the shingles (no rash now)?,"
   How should you adjust the birth control pill if someone has spotting on it?
","['rash', 'shingles', 'chest pain']",0
"   How representative is an oral prednisone challenge?  Is that a decent way to diagnose cough variant asthma, realizing it's not a methacholine challenge test?  How often do I really treat allergic rhinitis?","
   How representative is an oral prednisone challenge? Is it a decent way to diagnose cough-variant asthma?
","['cough', 'allergic rhinitis', 'methacholine', 'prednisone', 'asthma']",1
"   How representative is an oral prednisone challenge?  Is that a decent way to diagnose cough variant asthma, realizing it's not a methacholine challenge test?  How often do I really treat allergic rhinitis?","
   Boys' father has Marfan's Syndrome. Do these boys need further evaluation?
","['cough', 'allergic rhinitis', 'methacholine', 'prednisone', 'asthma']",0
   What are the benefits and risks of treating subclinical hypothyroidism?,"
   What are the benefits and risks of treating subclinical hypothyroidism?
",['hypothyroidism'],1
   What are the benefits and risks of treating subclinical hypothyroidism?,"
   What is this rash? It's probably Rhus. Could be cutaneous larva migrans.
",['hypothyroidism'],0
"   What are the basic principles of chiropractic?  I know I've never seen this in a textbook and I have so many patients that go to chiropractors, it would be good to know more about this subject.","
   What are the basic principles of chiropractic?
",['chiropractors'],1
How often should a chest x-ray be done on a TB (tuberculin) reactor?  He hasn't had an x-ray in 4 years.,How often should a chest x-ray be done on a tuberculin reactor? He hasn't had an x-ray in 4 years.,['TB'],1
How often should a chest x-ray be done on a TB (tuberculin) reactor?  He hasn't had an x-ray in 4 years.,"
   Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.
",['TB'],0
   Is there a particular age at which you would stop treating hypercholesterolemia or an age that you would not start treatment?,"
   Is there an age at which you would stop treating hypercholesterolemia?
",['hypercholesterolemia'],1
   Is there a particular age at which you would stop treating hypercholesterolemia or an age that you would not start treatment?,"46-year-old woman, thyroid nodule. Thyroid function tests normal. Would you skinny needle it?",['hypercholesterolemia'],0
   What is causing her hives?  Has had two courses (burst and taper) of prednisone and rash returns when she stops prednisone.  Also complains of fatigue.,"
   What is causing her hives?
","['prednisone', 'rash', 'fatigue', 'complains']",1
   What is causing her hives?  Has had two courses (burst and taper) of prednisone and rash returns when she stops prednisone.  Also complains of fatigue.,"
   What are New York Heart Association classes I - IV? Where to find explanation?
","['prednisone', 'rash', 'fatigue', 'complains']",0
"History of past infection left deltoid which left small cyst.  Now here with large 4"" by 2 1/2"" irregular red hot area L deltoid.  Question is what is it?",Large 4 inch by 2 1/2 inch irregular red hot area left deltoid. What is it?,['infection'],1
